id,NumeroAdquisicion,DescripcionAdquisicion,NombreUnidadCompra,NombreDependencia,Estado,nnc,IdEmpresa,modalidad,MontoRef,fecha,link
845,2020-0-18-01-08-EM-051038,"SERVICIO DE ALQUILER DE VEHICULOS REQUERIDOS PARA REFORZAR LA FLOTA VEHICULAR DE LA POLICÍA NACIONAL (FUERZA DE RÁPIDA INTERVENCIÓN "" ALFA"")",Ministerio de Seguridad Pública/COMPRAS,SEDE,Autorizado,0,PTAxNzBbNjw0MDVbNjE0MzA8PQ==,Adjudicacion Global,0.0,10-12-2020 11:56 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-18-01-08-EM-051038&esap=1&nnc=0&it=1
846,2020-0-18-01-05-EM-051036,SERVICIO DE ALOJAMIENTO Y SERVICIOS BÁSICOS DE LOS MIEMBROS DE LA FUERZA PÚBLICA (PLAN DE ACUERTELAMIENTO GENERAL).,Ministerio de Seguridad Pública/COMPRAS,SEDE,Autorizado,0,PTAxNzBbNjw0MDVbNjE0MzAwNQ==,Adjudicacion Global,0.0,10-12-2020 11:56 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-18-01-05-EM-051036&esap=1&nnc=0&it=1
847,2020-0-12-0-08-EM-031546,"PEDIDO 20-3096 DESAYUNOS, ALMUERZOS Y CENAS SERVIDAS",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQyNDY2,Adjudicacion Global,0.0,10-12-2020 11:53 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031546&esap=1&nnc=0&it=1
848,2020-0-12-0-08-EM-031545,"PEDIDO 20-1987 DESAYUNOS, ALMUERZOS Y CENAS SERVIDAS",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQyNDY1,Adjudicacion Global,0.0,10-12-2020 11:49 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031545&esap=1&nnc=0&it=1
849,2020-2-66-0-03-EM-017540,GENERADOR DE SOLDAR 15 HP 2500 RPM 4000 WATTS TIPO DE MOTOR MONOCILINDRICO GRADOS DE ENFRIADO,INSTITUTO DE ACUEDUCTOS Y ALCANTARILLADOS NACIONALES/DEPARTAMENTO DE COMPRA,SEDE,Autorizado,0,NTwwMTc2M1s2MD0wMls2MTQyPTQ3,Adjudicacion Global,0.0,10-12-2020 10:59 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-2-66-0-03-EM-017540&esap=1&nnc=0&it=1
850,2020-2-66-0-04-EM-017539,HIDROLAVADORA A GAS C 3100 PSI,INSTITUTO DE ACUEDUCTOS Y ALCANTARILLADOS NACIONALES/DEPARTAMENTO DE COMPRA,SEDE,Autorizado,0,NTwwMTc2M1s2MD0wMls2MTQyPDI1,Adjudicacion Global,0.0,10-12-2020 10:59 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-2-66-0-04-EM-017539&esap=1&nnc=0&it=1
851,2020-2-66-0-08-EM-017527,COMPRA DE BALINERAS,INSTITUTO DE ACUEDUCTOS Y ALCANTARILLADOS NACIONALES/DEPARTAMENTO DE COMPRA,SEDE,Autorizado,0,NTwwMTc2M1s2MD0wMls2MTQxMTA1,Adjudicacion Global,0.0,10-12-2020 10:59 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-2-66-0-08-EM-017527&esap=1&nnc=0&it=1
852,2020-0-21-0-08-EM-014743,ADQUISICIÓN BOLSAS DE COMIDA,MINISTERIO DE DESARROLLO SOCIAL/DEPARTAMENTO DE COMPRAS Y SUMINISTROS,SEDE,Autorizado,0,NTwwMTYzMFs2NzcwPFs2MTQzMDA0,Adjudicacion Global,0.0,10-12-2020 10:54 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-21-0-08-EM-014743&esap=1&nnc=0&it=1
853,2020-0-21-0-08-EM-014741,ADQUISICION KITS DE ASEO PERSONAL EMPACADOS EN BOLSAS REUTILIZABLES.,MINISTERIO DE DESARROLLO SOCIAL/DEPARTAMENTO DE COMPRAS Y SUMINISTROS,SEDE,Autorizado,0,NTwwMTYzMFs2NzcwPFs2MTQzMDQ9,Adjudicacion Global,0.0,10-12-2020 10:54 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-21-0-08-EM-014741&esap=1&nnc=0&it=1
854,2020-0-03-0-99-EM-041397,"Suministro de Bonos de supermercados, para ser distribuidos como apoyo social, en el marco del plan Panamá Solidario.",MINISTERIO DE LA PRESIDENCIA/DEPARTAMENTO DE COMPRAS - SEDE,SEDE,Autorizado,0,NTwwMTYyNls2NDMwMls2MTQyMzwz,Adjudicacion Global,0.0,10-12-2020 10:41 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-03-0-99-EM-041397&esap=1&nnc=0&it=1
855,2020-0-36-0-08-EM-012855,MASCARILLAS KN95,INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES/DEPARTAMENTO DE COMPRAS,SEDE,Autorizado,0,NTwwMTYzM1s2MDA0NFs2MTQzNzww,Adjudicacion Global,0.0,10-12-2020 10:40 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-36-0-08-EM-012855&esap=1&nnc=0&it=1
856,2020-0-03-0-99-EM-041399,"Suministro de Bonos de supermercados, para ser distribuidos como apoyo social, en el marco del plan Panamá Solidario.",MINISTERIO DE LA PRESIDENCIA/DEPARTAMENTO DE COMPRAS - SEDE,SEDE,Autorizado,0,NTwwMTYyNls2NDMwMls2MTQyMzw9,Adjudicacion Global,0.0,10-12-2020 10:40 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-03-0-99-EM-041399&esap=1&nnc=0&it=1
857,2020-0-03-0-99-EM-041398,"Suministro de Bonos de supermercados, para ser distribuidos como apoyo social, en el marco del plan Panamá Solidario.",MINISTERIO DE LA PRESIDENCIA/DEPARTAMENTO DE COMPRAS - SEDE,SEDE,Autorizado,0,NTwwMTYyNls2NDMwMls2MTQyMzw8,Adjudicacion Global,0.0,10-12-2020 10:40 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-03-0-99-EM-041398&esap=1&nnc=0&it=1
858,2020-0-03-0-99-EM-041393,"Suministro de Bonos de supermercados, para ser distribuidos como apoyo social, en el marco del plan Panamá Solidario.",MINISTERIO DE LA PRESIDENCIA/DEPARTAMENTO DE COMPRAS - SEDE,SEDE,Autorizado,0,NTwwMTYyNls2NDMwMls2MTQyMzw3,Adjudicacion Global,0.0,10-12-2020 10:39 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-03-0-99-EM-041393&esap=1&nnc=0&it=1
859,2020-0-03-0-99-EM-041392,"Suministro de libretas de vales, para ser distribuidos como apoyo social, en el marco del plan Panamá Solidario",MINISTERIO DE LA PRESIDENCIA/DEPARTAMENTO DE COMPRAS - SEDE,SEDE,Autorizado,0,NTwwMTYyNls2NDMwMls2MTQyMzw2,Adjudicacion Global,0.0,10-12-2020 10:39 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-03-0-99-EM-041392&esap=1&nnc=0&it=1
860,2020-0-36-0-08-EM-012854,GORRO QUIRURGICOS DESECHABLES,INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES/DEPARTAMENTO DE COMPRAS,SEDE,Cancelado,0,NTwwMTYzM1s2MDA0NFs2MTQzNTEx,Adjudicacion Global,0.0,10-12-2020 10:38 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-36-0-08-EM-012854&esap=1&nnc=0&it=1
861,2020-0-03-0-99-EM-041396,"Suministro de Bonos de supermercados, para ser distribuidos como apoyo social, en el marco del plan Panamá Solidario.",MINISTERIO DE LA PRESIDENCIA/DEPARTAMENTO DE COMPRAS - SEDE,SEDE,Autorizado,0,NTwwMTYyNls2NDMwMls2MTQyMzwy,Adjudicacion Global,0.0,10-12-2020 10:38 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-03-0-99-EM-041396&esap=1&nnc=0&it=1
862,2020-0-12-213-08-EM-001527,COMPRAS DE BOLSAS PLASTICA MEDICAMENTOS,MINISTERIO DE SALUD/DEP. DE COMPRAS(REGIONAL DE SALUD DE KUNA YALA),REGIONAL DE SALUD DE KUNA YALA,Autorizado,0,NTwwMTYzNFs2Nj09MFs2MTQyPT0w,Adjudicacion Global,0.0,10-12-2020 10:30 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-213-08-EM-001527&esap=1&nnc=0&it=1
863,2020-0-12-213-08-EM-001526,COMPRAS DE GLUCONATO.,MINISTERIO DE SALUD/DEP. DE COMPRAS(REGIONAL DE SALUD DE KUNA YALA),REGIONAL DE SALUD DE KUNA YALA,Autorizado,0,NTwwMTYzNFs2Nj09MFs2MTQyPTcz,Adjudicacion Global,0.0,10-12-2020 08:51 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-213-08-EM-001526&esap=1&nnc=0&it=1
864,2020-2-66-0-08-EM-017542,MALETIN TECNICO DE HERRAMIENTAS,INSTITUTO DE ACUEDUCTOS Y ALCANTARILLADOS NACIONALES/DEPARTAMENTO DE COMPRA,SEDE,Autorizado,0,NTwwMTc2M1s2MD0wMls2MTQzNDc1,Adjudicacion Global,0.0,10-12-2020 08:17 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-2-66-0-08-EM-017542&esap=1&nnc=0&it=1
865,2020-2-66-0-08-EM-017545,TUBERIA PLASTICA,INSTITUTO DE ACUEDUCTOS Y ALCANTARILLADOS NACIONALES/DEPARTAMENTO DE COMPRA,SEDE,Autorizado,0,NTwwMTc2M1s2MD0wMls2MTQzNTA1,Adjudicacion Global,0.0,10-12-2020 08:16 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-2-66-0-08-EM-017545&esap=1&nnc=0&it=1
866,2020-2-66-0-08-EM-017543,LLAVE DE ELECTRICA 3/4'' 2500 RP,INSTITUTO DE ACUEDUCTOS Y ALCANTARILLADOS NACIONALES/DEPARTAMENTO DE COMPRA,SEDE,Autorizado,0,NTwwMTc2M1s2MD0wMls2MTQzNDM2,Adjudicacion Global,0.0,10-12-2020 08:16 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-2-66-0-08-EM-017543&esap=1&nnc=0&it=1
867,2020-0-12-203-03-EM-006187,SERVICIO DE HABITACION EN FUNCION DE HOTEL HOSPITAL LASCUMBRE DEL MES DE SEPTIEMBRE,MINISTERIO DE SALUD/DEPARTAMENTO DE COMPRAS(REG. SALUD DE COLON),REGIONAL DE SALUD DE COLON,Autorizado,0,NTwwMTYzNFs2Nj08M1s2MTQzNjMz,Adjudicacion Global,0.0,09-12-2020 08:04 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-203-03-EM-006187&esap=1&nnc=0&it=1
868,2020-0-12-203-03-EM-006186,SERVICIO DE HABITACION EN FUNCION DE HOTEL HOSPITAL LASCUMBRES,MINISTERIO DE SALUD/DEPARTAMENTO DE COMPRAS(REG. SALUD DE COLON),REGIONAL DE SALUD DE COLON,Autorizado,0,NTwwMTYzNFs2Nj08M1s2MTQzNjM2,Adjudicacion Global,0.0,09-12-2020 07:36 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-203-03-EM-006186&esap=1&nnc=0&it=1
869,2020-0-12-0-08-EM-031515,"Pedido 20-2704 Servicio de Comida Desayunos, Almuerzos y Cenas - Pacientes COVID 19 positivos",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQxMjMx,Adjudicacion Global,0.0,09-12-2020 06:51 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031515&esap=1&nnc=0&it=1
870,2020-0-12-0-08-EM-031514,"Pedido 20-2703 Servicio de Comida Desayunos, Almuerzos y Cenas - Pacientes COVID 19 positivos",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQxMjIy,Adjudicacion Global,0.0,09-12-2020 06:50 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031514&esap=1&nnc=0&it=1
871,2020-0-12-0-08-EM-031214,"PEDIDO 20-2192, SUMINISTRO E INSTALACIÓN DE VENTILADOR AVANZADO PARA ADULTO Y PEDIÁTRICO EN TERAPIA INTENSIVA, SEGÚN FICHA TÉCNICA 102100.",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MD08Nzwy,Adjudicacion Global,0.0,09-12-2020 06:48 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031214&esap=1&nnc=0&it=1
872,2020-0-12-0-08-EM-031181,"PEDIDO 20-3814, SUMINISTRO E INSTALACIÓN DE VENTILADOR AVANZADO PARA ADULTO Y PEDIÁTRICO EN TERAPIA INTENSIVA, SEGÚN FICHA TÉCNICA 102100.",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MD0zNTE3,Adjudicacion Global,0.0,09-12-2020 06:47 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031181&esap=1&nnc=0&it=1
873,2020-0-12-0-08-EM-031213,"PEDIDO 20-3503, SUMINISTRO E INSTALACIÓN DE VENTILADOR AVANZADO PARA ADULTO Y PEDIÁTRICO EN TERAPIA INTENSIVA, SEGÚN FICHA TÉCNICA 102100.",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MD08Nzwx,Adjudicacion Global,0.0,09-12-2020 06:44 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031213&esap=1&nnc=0&it=1
874,2020-0-12-0-08-EM-031468,"PEDIDO 20- 3615 PAPEL TOALLA SUAVE Y ABSORBENTE, COLOR BLANCO, DE 10 PULGADAS DE ANCHO, ROLLO DE 244 MTS PARA USO DE DISPENSADOR AUTOMÁTICO EN CAJAS DE 6 UNIDADES.",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQwNjU8,Adjudicacion Global,0.0,09-12-2020 06:41 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031468&esap=1&nnc=0&it=1
875,2020-0-12-0-08-EM-031212,"PEDIDO 20-3601, SUMINISTRO E INSTALACIÓN DE VENTILADOR AVANZADO PARA ADULTO Y PEDIÁTRICO EN TERAPIA INTENSIVA, SEGÚN FICHA TÉCNICA 102100.",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MD08Nzw2,Adjudicacion Global,0.0,09-12-2020 06:37 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031212&esap=1&nnc=0&it=1
876,2020-1-10-0-08-EM-392558,"SUMINISTRO E INSTALACIÓN DE 41 CAMAS MANUALES  AVANZADAS, CTNI102423.",CAJA DE SEGURO SOCIAL/DIRECCION DE COMPRAS,SEDE,Autorizado,0,NTwwMTY9NVs2MDEwM1s2MTQzNjA8,Adjudicacion Global,0.0,09-12-2020 06:08 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-1-10-0-08-EM-392558&esap=1&nnc=0&it=1
877,2020-1-10-0-08-EM-392559,"SUMINISTRO E INSTALACIÓN DE 36 CAMAS MANUALES AVANZADAS, CTNI: 102423.",CAJA DE SEGURO SOCIAL/DIRECCION DE COMPRAS,SEDE,Autorizado,0,NTwwMTY9NVs2MDEwM1s2MTQzNjEw,Adjudicacion Global,0.0,09-12-2020 06:01 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-1-10-0-08-EM-392559&esap=1&nnc=0&it=1
878,2020-0-12-0-08-EM-029751,"Pedido 20-3316 Dispensador, Jabon Liquido - Hospital Integral Panamá Solidario - COVID-19",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MDAxMTY2,Adjudicacion Global,0.0,09-12-2020 05:06 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-029751&esap=1&nnc=0&it=1
879,2020-0-12-0-08-EM-031449,PEDIDO 20-3687 SERVICIO DE HOTEL HOSPITAL PACIENTES COVID-19 POSITIVOS,MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQ3NzQy,Adjudicacion Global,0.0,09-12-2020 05:01 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031449&esap=1&nnc=0&it=1
880,2020-0-12-0-08-EM-031512,"Pedido 20-2902 Servicio de Comida Desayunos, Almuerzos y Cenas - Pacientes COVID 19 positivos",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQxMjU3,Adjudicacion Global,0.0,09-12-2020 04:54 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031512&esap=1&nnc=0&it=1
881,2020-0-18-01-08-EM-051033,SERVICIO DE ALOJAMIENTO Y ALIMENATACIÓN DE LOS MIEMBROS DE LA FUERZA PÚBLICA (PLAN DE ACUARTELAMIENTO GENERAL) TRYP 16-31 OCTUBRE,Ministerio de Seguridad Pública/COMPRAS,SEDE,Autorizado,0,PTAxNzBbNjw0MDVbNjE0MzUyMg==,Adjudicacion Global,0.0,09-12-2020 03:53 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-18-01-08-EM-051033&esap=1&nnc=0&it=1
882,2020-0-12-0-08-EM-031529,Pedido 20-1200 Mascarillas Lisas sin pliegues (COVID-19),MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQxPDEx,Adjudicacion Global,0.0,09-12-2020 03:35 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031529&esap=1&nnc=0&it=1
883,2020-0-12-0-08-EM-031504,PEDIDO 20-4033 Servicio de Hotel para pacientes diagnosticados COVID-19,MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQxMDYy,Adjudicacion Global,0.0,09-12-2020 03:35 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031504&esap=1&nnc=0&it=1
884,2020-0-12-0-08-EM-031570,"PEDIDO 201445, ALCOHOL EN GEL - BOTELLA DE 300 ML (10.2 ONZAS) - 62 % DE ALCOHOL.",MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQyMjE0,Adjudicacion Global,0.0,09-12-2020 03:33 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031570&esap=1&nnc=0&it=1
885,2020-0-12-0-08-EM-031460,PEDIDO 20-3314 / PAPEL HIGIÉNICO Y PAPEL TOALLAS.,MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQ3PDw0,Adjudicacion Global,0.0,09-12-2020 12:59 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031460&esap=1&nnc=0&it=1
886,2020-0-21-0-08-EM-014735,BOLAS DE ALIMENTOS SECOS,MINISTERIO DE DESARROLLO SOCIAL/DEPARTAMENTO DE COMPRAS Y SUMINISTROS,SEDE,Autorizado,0,NTwwMTYzMFs2NzcwPFs2MTQzNDc0,Adjudicacion Global,0.0,09-12-2020 12:26 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-21-0-08-EM-014735&esap=1&nnc=0&it=1
887,2020-0-12-0-08-EM-031450,PEDIDO 20-3121 SERVICIO DE HOTEL HOSPITAL PACIENTES COVID-19 POSITIVOS,MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQ3NzYz,Adjudicacion Global,0.0,09-12-2020 12:13 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031450&esap=1&nnc=0&it=1
888,2020-0-21-0-08-EM-014732,ADQUISICION DE SUPLEMENTOS ALIMENTICIOS PARA SOLVENTAR CONTINGENCIA DE POBLACIONES VULNERABLES,MINISTERIO DE DESARROLLO SOCIAL/DEPARTAMENTO DE COMPRAS Y SUMINISTROS,SEDE,Autorizado,0,NTwwMTYzMFs2NzcwPFs2MTQyPTM8,Adjudicacion Global,0.0,09-12-2020 12:12 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-21-0-08-EM-014732&esap=1&nnc=0&it=1
889,2020-0-12-0-08-EM-031501,PEDIDO 20-3868 Servicio de Hotel para pacientes diagnosticados COVID-19,MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQxMDU2,Adjudicacion Global,0.0,09-12-2020 12:12 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031501&esap=1&nnc=0&it=1
890,2020-0-12-224-09-EM-009760,"SISTEMA CERRADO CON VALVULA DE DESPLAZAMIENTO NEUTRO, LIBRE DE AGUJA, PARA ACCESO VASCULAR VENOSO, EN ADULTO, PEDIATRICO Y NEONATAL.",MINISTERIO DE SALUD/DEP. DE COMPRAS(H. LUIS CHICHO FABREGA),HOSPITAL LUIS CHICHO FABREGA,Autorizado,0,NTwwMTYzNFs2Nj09PFs2MDI2NDw9,Adjudicacion Global,0.0,09-12-2020 12:09 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-224-09-EM-009760&esap=1&nnc=0&it=1
891,2020-0-12-0-08-EM-031569,PEDIDO 20-2269 HABILITACIONES PROVISIONALES DE INFRAESTRUCTURA PARA ATENCIÓN DE PACIENTES MODERADOS COVID-19 EN EL CENTRO DE CONVENCIONES FIGALI.,MINISTERIO DE SALUD/Compras (ministerio de salud),MINISTERIO DE SALUD,Autorizado,0,NTwwMTYzNFs2NjM9MFs2MTQyMjc9,Adjudicacion Global,0.0,09-12-2020 12:07 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-0-08-EM-031569&esap=1&nnc=0&it=1
892,2020-0-21-0-08-EM-014733,ESTOS KIT DE LIMPIEZA ES PARA DAR RESPUESTA A LA NECESIDAD DE EMERGENCIA NACIONAL DE INUNDACIONES DE DESASTRE NATURAL ETC.,MINISTERIO DE DESARROLLO SOCIAL/DEPARTAMENTO DE COMPRAS Y SUMINISTROS,SEDE,Autorizado,0,NTwwMTYzMFs2NzcwPFs2MTQyPT01,Adjudicacion Global,0.0,09-12-2020 12:03 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-21-0-08-EM-014733&esap=1&nnc=0&it=1
893,2020-1-10-0-08-EM-392548,CABINA DE BIOSEGURIDAD CLASE II TIPO A 2 DE 3 PIES REQUISICIÓN No.10088772-08-21,CAJA DE SEGURO SOCIAL/DIRECCION DE COMPRAS,SEDE,Autorizado,0,NTwwMTY9NVs2MDEwM1s2MTQzNDU3,Adjudicacion Global,0.0,09-12-2020 12:01 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-1-10-0-08-EM-392548&esap=1&nnc=0&it=1
894,2020-0-12-224-09-EM-009770,COBERTOR O MANTA TERMICA DE AIRE FORZADO MANTA TERMICA (CALEFACCION),MINISTERIO DE SALUD/DEP. DE COMPRAS(H. LUIS CHICHO FABREGA),HOSPITAL LUIS CHICHO FABREGA,Autorizado,0,NTwwMTYzNFs2Nj09PFs2MDI2MDc0,Adjudicacion Global,0.0,09-12-2020 12:01 PM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-224-09-EM-009770&esap=1&nnc=0&it=1
895,2020-0-12-222-15-EM-005866,"SONDA FOLEY DE LATEX RECUBIERTA CON SILICON,0.8140.502 VIAS CON BALON DE 5CC/ML FT 23448",MINISTERIO DE SALUD/DEPARTAMENTO DE COMPRAS(H. NICOLAS A. SOLANO),HOSPITAL NICOLAS A. SOLANO,Autorizado,0,NTwwMTYzNFs2Nj09M1s2MTQyPDE2,Adjudicacion Global,0.0,09-12-2020 09:56 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-222-15-EM-005866&esap=1&nnc=0&it=1
896,2020-0-12-99-08-EM-009796,"CANULA NASAL M
CAMARA DE AGUA O CAMARA DE HUMIDIFICADOR",MINISTERIO DE SALUD/SECCIÓN DE SUMINISTROS,HOSPITAL SAN MIGUEL ARCÁNGEL,Autorizado,0,NTwwMTYzNFs2NzQ1MVs2MDMyMjUy,Adjudicacion Global,0.0,09-12-2020 09:31 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-99-08-EM-009796&esap=1&nnc=0&it=1
897,2020-0-12-119-04-EM-023544,GUANTES MEDIANOS DE LATEX NO ESTÉRIL. F.T. 100714. REQ. 332.,MINISTERIO DE SALUD/DEPARTAMENTO DE COMPRAS(H. JOSÉ DOMINGO DE OBALDIA),HOSPITAL JOSE DOMINGO DE OBALDÍA,Autorizado,0,NTwwMTYzNFs2NjwwPFs2MTQyNzQw,Adjudicacion Global,0.0,09-12-2020 09:17 AM,https://www.panamacompra.gob.pa/Inicio/#!/vistaPreviaCP?NumLc=2020-0-12-119-04-EM-023544&esap=1&nnc=0&it=1
